airline_sentiment,negativereason,sex,age
negative,Customer Service Issue,male,7
negative,Can't Tell,male,27
negative,Can't Tell,female,24
negative,Flight Booking Problems,male,14
negative,Cancelled Flight,female,15
negative,Flight Attendant Complaints,male,15
positive,Well service is ok,male,14
negative,Customer Service Issue,female,7
negative,Flight Attendant Complaints,male,12
negative,Cancelled Flight,male,9
negative,Customer Service Issue,male,15
negative,Customer Service Issue,male,23
negative,Can't Tell,male,6
positive,Well service is ok,female,20
neutral,Well service is ok,male,10
positive,Well service is ok,female,7
neutral,Well service is ok,male,10
negative,Customer Service Issue,female,2
negative,Bad Flight,female,11
negative,Lost Luggage,female,17
negative,Cancelled Flight,female,13
neutral,Well service is ok,female,21
negative,Flight Attendant Complaints,male,26
negative,Can't Tell,male,1
neutral,Well service is ok,female,18
negative,Can't Tell,female,22
neutral,Well service is ok,female,7
negative,Customer Service Issue,male,22
negative,Customer Service Issue,female,25
neutral,Well service is ok,male,27
negative,Late Flight,female,6
negative,Cancelled Flight,female,9
negative,Customer Service Issue,female,9
neutral,Well service is ok,male,28
negative,Lost Luggage,male,4
negative,Can't Tell,male,6
negative,Can't Tell,female,23
negative,Customer Service Issue,male,3
negative,Customer Service Issue,male,2
negative,Can't Tell,male,25
negative,Can't Tell,female,18
negative,Can't Tell,male,22
negative,Can't Tell,male,1
negative,Bad Flight,male,7
negative,longlines,female,10
negative,Can't Tell,female,8
negative,Late Flight,male,8
negative,Lost Luggage,female,15
negative,Late Flight,female,27
negative,Lost Luggage,male,1
negative,Can't Tell,female,16
negative,Late Flight,male,23
negative,Flight Attendant Complaints,male,29
neutral,Well service is ok,male,10
neutral,Well service is ok,male,27
negative,Late Flight,female,15
negative,Flight Attendant Complaints,female,13
negative,Can't Tell,male,17
negative,Customer Service Issue,male,15
positive,Well service is ok,female,27
negative,Late Flight,female,8
negative,Late Flight,male,5
negative,Customer Service Issue,female,27
positive,Well service is ok,female,26
positive,Well service is ok,male,10
negative,Lost Luggage,female,12
negative,Can't Tell,female,12
negative,Can't Tell,female,19
negative,Flight Attendant Complaints,male,24
negative,Can't Tell,female,19
neutral,Well service is ok,male,27
negative,Customer Service Issue,female,17
negative,Late Flight,male,17
negative,Cancelled Flight,male,22
negative,Can't Tell,male,26
negative,Customer Service Issue,male,16
positive,Well service is ok,female,30
negative,Cancelled Flight,male,23
neutral,Well service is ok,female,6
positive,Well service is ok,male,15
negative,Late Flight,male,12
negative,Flight Attendant Complaints,male,10
negative,Can't Tell,female,10
negative,Can't Tell,male,5
negative,Customer Service Issue,male,24
positive,Well service is ok,male,25
positive,Well service is ok,female,1
positive,Well service is ok,female,23
negative,Flight Booking Problems,male,8
negative,Lost Luggage,female,29
negative,Flight Booking Problems,male,23
negative,Lost Luggage,female,8
negative,Bad Flight,female,7
negative,Flight Attendant Complaints,female,27
negative,Flight Booking Problems,male,24
neutral,Well service is ok,male,29
negative,longlines,female,27
negative,Can't Tell,male,20
positive,Well service is ok,female,8
negative,Can't Tell,female,30
neutral,Well service is ok,female,29
positive,Well service is ok,male,24
positive,Well service is ok,female,30
negative,Late Flight,female,21
negative,Lost Luggage,male,4
negative,Lost Luggage,female,19
negative,Customer Service Issue,male,19
negative,Flight Attendant Complaints,male,28
negative,Customer Service Issue,female,2
negative,Late Flight,female,21
negative,Customer Service Issue,female,6
negative,Customer Service Issue,male,16
positive,Well service is ok,male,2
negative,Cancelled Flight,male,26
negative,Customer Service Issue,male,15
negative,Late Flight,male,16
positive,Well service is ok,male,27
negative,Bad Flight,male,4
negative,Customer Service Issue,female,24
neutral,Well service is ok,male,9
negative,Late Flight,female,30
negative,Customer Service Issue,male,22
negative,Late Flight,male,6
negative,Bad Flight,female,4
negative,Lost Luggage,female,17
neutral,Well service is ok,female,9
neutral,Well service is ok,male,15
neutral,Well service is ok,female,6
negative,Late Flight,male,4
negative,Late Flight,male,26
negative,Late Flight,female,1
positive,Well service is ok,male,22
negative,Can't Tell,male,14
negative,Can't Tell,female,15
negative,Damaged Luggage,female,10
negative,Customer Service Issue,female,20
positive,Well service is ok,female,24
negative,Can't Tell,female,1
negative,longlines,female,14
negative,Late Flight,male,19
negative,Cancelled Flight,female,8
negative,Late Flight,male,12
negative,Late Flight,female,21
negative,Bad Flight,male,20
positive,Well service is ok,male,7
neutral,Well service is ok,male,26
negative,Flight Booking Problems,male,12
negative,Bad Flight,female,4
neutral,Well service is ok,male,21
negative,Customer Service Issue,female,29
negative,Cancelled Flight,female,1
positive,Well service is ok,female,28
positive,Well service is ok,male,22
negative,Lost Luggage,female,15
negative,Flight Attendant Complaints,female,14
positive,Well service is ok,female,17
negative,Customer Service Issue,male,14
negative,longlines,female,13
positive,Well service is ok,female,6
neutral,Well service is ok,female,1
positive,Well service is ok,female,17
negative,Cancelled Flight,female,16
negative,Cancelled Flight,female,29
negative,Late Flight,male,21
negative,Customer Service Issue,female,5
neutral,Well service is ok,male,8
negative,Late Flight,female,4
negative,Customer Service Issue,female,5
positive,Well service is ok,female,1
positive,Well service is ok,male,29
neutral,Well service is ok,female,6
negative,Can't Tell,female,18
negative,Cancelled Flight,female,29
positive,Well service is ok,male,28
neutral,Well service is ok,male,3
positive,Well service is ok,male,18
negative,Flight Attendant Complaints,female,9
neutral,Well service is ok,male,29
negative,Can't Tell,male,19
positive,Well service is ok,female,16
negative,Late Flight,female,9
negative,Can't Tell,female,25
negative,Customer Service Issue,male,19
negative,Can't Tell,male,17
negative,Late Flight,female,9
negative,Bad Flight,female,1
negative,Late Flight,female,13
negative,Can't Tell,female,12
negative,Customer Service Issue,female,22
negative,Can't Tell,male,4
negative,Bad Flight,female,25
negative,Customer Service Issue,male,29
negative,Flight Attendant Complaints,female,13
neutral,Well service is ok,female,3
negative,Late Flight,female,17
negative,Can't Tell,female,21
negative,Can't Tell,male,23
neutral,Well service is ok,female,9
negative,Cancelled Flight,female,21
negative,Bad Flight,male,12
negative,Cancelled Flight,male,29
negative,Bad Flight,female,14
negative,Customer Service Issue,male,5
negative,Can't Tell,female,26
negative,Customer Service Issue,male,18
negative,Can't Tell,male,27
negative,Late Flight,male,22
negative,Flight Booking Problems,male,13
negative,Late Flight,female,21
negative,Late Flight,male,14
negative,Customer Service Issue,female,29
negative,Customer Service Issue,male,8
negative,Late Flight,female,23
negative,Lost Luggage,male,26
negative,Customer Service Issue,female,19
positive,Well service is ok,male,14
negative,longlines,female,11
negative,Cancelled Flight,female,14
negative,Cancelled Flight,male,23
negative,Late Flight,female,15
neutral,Well service is ok,female,19
negative,Flight Attendant Complaints,female,10
negative,Late Flight,female,1
neutral,Well service is ok,male,15
negative,Late Flight,male,8
negative,Flight Attendant Complaints,male,10
negative,Flight Attendant Complaints,female,17
negative,Customer Service Issue,male,17
negative,Flight Attendant Complaints,female,7
positive,Well service is ok,female,13
negative,Flight Attendant Complaints,male,13
negative,Can't Tell,male,27
negative,Customer Service Issue,female,11
negative,Flight Booking Problems,female,27
negative,Customer Service Issue,male,12
positive,Well service is ok,female,26
positive,Well service is ok,male,24
negative,Can't Tell,female,5
negative,Customer Service Issue,female,10
negative,Cancelled Flight,male,4
negative,Cancelled Flight,female,21
neutral,Well service is ok,male,20
positive,Well service is ok,female,27
negative,Customer Service Issue,male,7
negative,Late Flight,male,21
negative,Late Flight,female,24
positive,Well service is ok,female,16
negative,Can't Tell,male,20
negative,Cancelled Flight,female,29
negative,Late Flight,male,2
neutral,Well service is ok,male,8
negative,Late Flight,female,11
positive,Well service is ok,male,11
negative,Late Flight,female,1
negative,Late Flight,male,9
negative,Late Flight,male,11
positive,Well service is ok,male,1
negative,Late Flight,female,8
negative,Late Flight,male,17
negative,Flight Attendant Complaints,female,1
negative,Bad Flight,male,13
negative,Late Flight,male,5
negative,Can't Tell,female,13
neutral,Well service is ok,male,30
negative,Customer Service Issue,female,2
negative,Late Flight,male,21
neutral,Well service is ok,male,26
negative,Flight Attendant Complaints,female,9
negative,Customer Service Issue,male,3
negative,Customer Service Issue,female,26
negative,Customer Service Issue,female,27
neutral,Well service is ok,male,18
negative,Customer Service Issue,male,8
negative,Customer Service Issue,female,22
negative,Bad Flight,male,5
negative,Can't Tell,female,28
negative,Flight Booking Problems,male,15
positive,Well service is ok,female,1
negative,Can't Tell,female,7
negative,Customer Service Issue,female,13
negative,Flight Booking Problems,female,16
negative,Customer Service Issue,male,30
negative,Late Flight,female,8
negative,Customer Service Issue,male,26
negative,Late Flight,male,25
positive,Well service is ok,female,23
negative,Customer Service Issue,male,5
negative,Lost Luggage,female,4
negative,Customer Service Issue,female,29
negative,Late Flight,female,30
neutral,Well service is ok,female,26
negative,Late Flight,male,22
neutral,Well service is ok,female,27
negative,Lost Luggage,male,3
neutral,Well service is ok,male,25
neutral,Well service is ok,female,4
negative,Bad Flight,male,5
neutral,Well service is ok,female,30
neutral,Well service is ok,male,1
positive,Well service is ok,female,6
neutral,Well service is ok,female,17
negative,Bad Flight,male,22
negative,Customer Service Issue,male,8
negative,Flight Booking Problems,female,10
positive,Well service is ok,female,21
negative,Customer Service Issue,male,23
negative,Cancelled Flight,male,20
negative,Customer Service Issue,male,12
neutral,Well service is ok,female,7
negative,Can't Tell,male,7
neutral,Well service is ok,male,20
positive,Well service is ok,female,24
negative,Customer Service Issue,male,24
negative,Cancelled Flight,female,8
negative,Customer Service Issue,female,7
neutral,Well service is ok,female,9
negative,Can't Tell,male,27
negative,Late Flight,male,12
positive,Well service is ok,male,21
neutral,Well service is ok,female,7
negative,Customer Service Issue,male,30
neutral,Well service is ok,male,10
negative,Bad Flight,female,22
negative,Bad Flight,female,7
negative,Flight Attendant Complaints,male,5
negative,Customer Service Issue,male,20
negative,Late Flight,female,16
neutral,Well service is ok,female,15
negative,Customer Service Issue,male,26
positive,Well service is ok,male,3
neutral,Well service is ok,male,23
